index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
1391,110035,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,COBB,7707935000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"677 CHURCH STREET
MARIETTA, GA 30060
(33.969172, -84.550331)"
1392,111328,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,WORTH,2297773851,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"807 SOUTH ISABELLA STREET
SYLVESTER, GA 31791
(31.512387, -83.840672)"
1393,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,WAYNE,7346554800,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"36475 FIVE MILE ROAD
LIVONIA, MI 48154
(42.396568, -83.404618)"
1394,180128,THREE RIVERS MEDICAL CENTER,2485 HIGHWAY 644,LOUISA,KY,41230,LAWRENCE,6066389451,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"2485 HIGHWAY 644
LOUISA, KY 41230
(38.0933, -82.60474)"
1395,110105,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,COLQUITT,2299853420,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"3131 THOMASVILLE HWY BOX 40
MOULTRIE, GA 31768
(31.125488, -83.783226)"
1396,160069,MERCY MEDICAL CENTER-DUBUQUE,250 MERCY DRIVE,DUBUQUE,IA,52001,DUBUQUE,5635898000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,4,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"250 MERCY DRIVE
DUBUQUE, IA 52001
(42.493145, -90.67435)"
1397,171362,CITIZENS MEDICAL CENTER,100 E COLLEGE DRIVE,COLBY,KS,67701,THOMAS,7854627511,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,3,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"100 E COLLEGE DRIVE
COLBY, KS 67701
(39.379753, -101.045193)"
1398,111329,ST MARY'S GOOD SAMARITAN HOSPITAL,5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,GREENE,7064537331,Critical Access Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"5401 LAKE OCONEE PARKWAY
GREENSBORO, GA 30642
(33.480721, -83.240721)"
1399,220111,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,2301,PLYMOUTH,5084273000,Acute Care Hospitals,Proprietary,TRUE,,3,,Above the National average,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"235 NORTH PEARL STREET
BROCKTON, MA 02301
(42.09707, -71.065645)"
1400,161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 8TH AVENUE WEST,CRESCO,IA,52136,HOWARD,5635472101,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"235 8TH AVENUE WEST
CRESCO, IA 52136
(43.381891, -92.117764)"
1401,141336,ST JOSEPH'S HOSPITAL,12866 TROXLER AVENUE,HIGHLAND,IL,62249,MADISON,6186512600,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,,4,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,"12866 TROXLER AVENUE
HIGHLAND, IL 62249
(38.757078, -89.667828)"
1402,150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,MARION,3179625900,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,"1701 N SENATE BLVD
INDIANAPOLIS, IN 46202
(39.79091, -86.165078)"
1403,190025,SAVOY MEDICAL CENTER,801 POINCIANA AVENUE,MAMOU,LA,70554,EVANGELINE,3374685261,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"801 POINCIANA AVENUE
MAMOU, LA 70554
(30.641034, -92.418045)"
1404,180143,SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,FAYETTE,8599675000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,2,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,"150 NORTH EAGLE CREEK DRIVE
LEXINGTON, KY 40509
(38.000199, -84.440371)"
1405,131301,BOUNDARY COMMUNITY HOSPITAL,6640 KANIKSU STREET,BONNERS FERRY,ID,83805,BOUNDARY,2082674850,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"6640 KANIKSU STREET
BONNERS FERRY, ID 83805
(48.70257, -116.322084)"
1406,110109,EMANUEL MEDICAL CENTER,117 KITE ROAD,SWAINSBORO,GA,30401,EMANUEL,4782891304,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"117 KITE ROAD
SWAINSBORO, GA 30401
(32.59321, -82.346552)"
1407,190298,CENTRAL LOUISIANA SURGICAL HOSPITAL,651 NORTH BOLTON AVE,ALEXANDRIA,LA,71301,RAPIDES,3184496400,Acute Care Hospitals,Physician,FALSE,,5,,Not Available,Results are not available for this reporting period,Above the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,"651 NORTH BOLTON AVE
ALEXANDRIA, LA 71301
(31.315236, -92.467478)"
1408,141332,HILLSBORO AREA HOSPITAL,1200 E TREMONT STREET,HILLSBORO,IL,62049,MONTGOMERY,2175326111,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,2,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,"1200 E TREMONT STREET
HILLSBORO, IL 62049
(39.153574, -89.480854)"
1409,180153,CONTINUECARE HOSPITAL AT BAPTIST HEALTH PADUCAH,"2501 KENTUCKY AVENUE, 5TH FLOOR",PADUCAH,KY,42003,MCCRACKEN,2705752100,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"2501 KENTUCKY AVENUE, 5TH FLOOR
PADUCAH, KY 42003
(37.073152, -88.628475)"
1410,191306,WEST FELICIANA PARISH HOSPITAL,5266 COMMERCE STREET,SAINT FRANCISVILLE,LA,70775,WEST FELICIANA,2256353811,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"5266 COMMERCE STREET
SAINT FRANCISVILLE, LA 70775
(30.78361, -91.365696)"
1411,140172,FRANCISCAN ST JAMES HEALTH,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,7087474000,Acute Care Hospitals,Proprietary,TRUE,,1,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"20201 S CRAWFORD AVENUE
OLYMPIA FIELDS, IL 60461
(41.522571, -87.713245)"
1412,150157,ST VINCENT CARMEL HOSPITAL INC,13500 N MERIDIAN ST,CARMEL,IN,46032,HAMILTON,3175827000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,5,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"13500 N MERIDIAN ST
CARMEL, IN 46032
(39.983047, -86.14723)"
1413,170012,SALINA REGIONAL HEALTH CENTER,400 SOUTH SANTA FE AVENUE,SALINA,KS,67401,SALINE,7854527000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"400 SOUTH SANTA FE AVENUE
SALINA, KS 67401
(38.832889, -97.609181)"
1414,140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,COOK,3129425000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,"1653 WEST CONGRESS PARKWAY
CHICAGO, IL 60612
(41.875166, -87.66851)"
1415,140122,ADVENTIST HINSDALE HOSPITAL,120 NORTH OAK ST,HINSDALE,IL,60521,DUPAGE,6308569000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,4,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,"120 NORTH OAK ST
HINSDALE, IL 60521
(41.805329, -87.920062)"
1416,220175,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,1701,MIDDLESEX,5083831000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Above the National average,,Below the National average,,Above the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"115 LINCOLN STREET
FRAMINGHAM, MA 01701
(42.28427, -71.419754)"
1417,141329,MORRISON COMMUNITY HOSPITAL,303 N JACKSON STREET,MORRISON,IL,61270,WHITESIDE,8157724003,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"303 N JACKSON STREET
MORRISON, IL 61270
(41.809131, -89.956574)"
1418,110016,WELLSTAR WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,TROUP,7068821411,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,4,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,"1514 VERNON ROAD
LAGRANGE, GA 30240
(33.030172, -85.058365)"
1419,140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,COOK,8477232210,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,3,,Same as the National average,,Below the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,"1775 DEMPSTER ST
PARK RIDGE, IL 60068
(42.039748, -87.848146)"
1420,161336,HEGG MEMORIAL HEALTH CENTER,1202 21ST AVENUE,ROCK VALLEY,IA,51247,SIOUX,7124768000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1202 21ST AVENUE
ROCK VALLEY, IA 51247
(43.201693, -96.285086)"
1421,190026,RAPIDES REGIONAL MEDICAL CENTER,211 4TH STREET,ALEXANDRIA,LA,71301,RAPIDES,3187693000,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,"211 4TH STREET
ALEXANDRIA, LA 71301
(31.314391, -92.44965)"
1422,161380,HANSEN FAMILY HOSPITAL,920 SOUTH OAK STREET,IOWA FALLS,IA,50126,HARDIN,6416484631,Critical Access Hospitals,Government - Local,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"920 SOUTH OAK STREET
IOWA FALLS, IA 50126
(42.500939, -93.262394)"
1423,171329,SUMNER COUNTY HOSPITAL DISTRICT NO 1,601 SOUTH OSAGE STREET,CALDWELL,KS,67022,SUMNER,6208456492,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"601 SOUTH OSAGE STREET
CALDWELL, KS 67022
(37.026478, -97.609614)"
1424,150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,46601,ST JOSEPH,5746471000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Below the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"615 N MICHIGAN ST
SOUTH BEND, IN 46601
(41.684832, -86.250586)"
1425,190050,BEAUREGARD MEMORIAL HOSPITAL,600 S PINE STREET,DERIDDER,LA,70634,BEAUREGARD,3374627100,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Above the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Below the National average,,"600 S PINE STREET
DERIDDER, LA 70634
(30.84098, -93.289031)"
1426,140162,ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,MCLEAN,3096623311,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,4,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"2200 E WASHINGTON
BLOOMINGTON, IL 61701
(40.480118, -88.955385)"
1427,130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1512 TWELFTH AVENUE ROAD,NAMPA,ID,83686,CANYON,2084635000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,4,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,"1512 TWELFTH AVENUE ROAD
NAMPA, ID 83686
(43.55836, -116.552243)"
1428,180092,CLARK REGIONAL MEDICAL CENTER,175 HOSPITAL DRIVE,WINCHESTER,KY,40391,CLARK,8597378559,Acute Care Hospitals,Proprietary,TRUE,,4,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,"175 HOSPITAL DRIVE
WINCHESTER, KY 40391
(38.010511, -84.21459)"
1429,151335,ST VINCENT DUNN HOSPITAL INC,1600 23RD ST,BEDFORD,IN,47421,LAWRENCE,8122753331,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"1600 23RD ST
BEDFORD, IN 47421
(38.853488, -86.493554)"
1430,171332,KIOWA COUNTY MEMORIAL HOSPITAL,721 WEST KANSAS,GREENSBURG,KS,67054,KIOWA,6207233341,Critical Access Hospitals,Government - Local,FALSE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"721 WEST KANSAS
GREENSBURG, KS 67054
(37.606167, -99.301774)"
1431,190184,CITIZENS MEDICAL CENTER,7939 U S HWY 165 SOUTH,COLUMBIA,LA,71418,CALDWELL,3186496106,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,"7939 U S HWY 165 SOUTH
COLUMBIA, LA 71418
(32.077871, -92.095218)"
1432,170145,COFFEYVILLE REGIONAL MEDICAL CENTER,1400 W 4TH ST,COFFEYVILLE,KS,67337,MONTGOMERY,6202511200,Acute Care Hospitals,Government - Local,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,"1400 W 4TH ST
COFFEYVILLE, KS 67337
(37.040399, -95.638346)"
1433,140202,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,LAKE,8479905200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,5,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,"801 S MILWAUKEE AVE
LIBERTYVILLE, IL 60048
(42.274563, -87.95165)"
1434,131309,CARIBOU MEMORIAL HOSPITAL,300 SOUTH 3RD WEST,SODA SPRINGS,ID,83276,CARIBOU,2085473341,Critical Access Hospitals,Government - Local,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"300 SOUTH 3RD WEST
SODA SPRINGS, ID 83276
(42.652311, -111.609895)"
1435,191316,POINTE COUPEE GENERAL HOSPITAL,2202 FALSE RIVER DRIVE,NEW ROADS,LA,70760,POINTE COUPEE,2253686386,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,"2202 FALSE RIVER DRIVE
NEW ROADS, LA 70760
(30.682703, -91.46103)"
1436,150149,WOMEN'S HOSPITAL THE,4199 GATEWAY BLVD,NEWBURGH,IN,47630,WARRICK,8128424200,Acute Care Hospitals,Proprietary,TRUE,,3,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"4199 GATEWAY BLVD
NEWBURGH, IN 47630
(37.973548, -87.449109)"
1437,190164,BYRD REGIONAL HOSPITAL,1020 FERTITTA BLVD,LEESVILLE,LA,71446,VERNON,3372399041,Acute Care Hospitals,Proprietary,TRUE,,3,,Above the National average,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,"1020 FERTITTA BLVD
LEESVILLE, LA 71446
(31.137323, -93.268887)"
1438,140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,PEORIA,3096725522,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"221 N E GLEN OAK AVE
PEORIA, IL 61636
(40.700311, -89.59436)"
1439,170200,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",14800 WEST ST TERESA,WICHITA,KS,67235,SEDGWICK,3167967800,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,3,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,Below the National average,,"14800 WEST ST TERESA
WICHITA, KS 67235
(37.721974, -97.511853)"
1440,171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,DICKINSON,7852636610,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"511 NE 10TH ST
ABILENE, KS 67410
(38.924961, -97.206483)"
1441,191319,ACADIA ST LANDRY,810 SOUTH BROADWAY STREET,CHURCH POINT,LA,70525,ACADIA,3376845435,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"810 SOUTH BROADWAY STREET
CHURCH POINT, LA 70525
(30.395548, -92.212299)"
1442,171366,HARPER HOSPITAL DISTRICT NO 5,700 WEST 13TH,HARPER,KS,67058,HARPER,6208967324,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"700 WEST 13TH
HARPER, KS 67058
(37.283672, -98.033002)"
1443,180013,THE MEDICAL CENTER AT BOWLING GREEN,250 PARK STREET,BOWLING GREEN,KY,42101,WARREN,2707451000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Above the National average,,"250 PARK STREET
BOWLING GREEN, KY 42101
(36.996292, -86.430361)"
1444,180069,TUG VALLEY ARH REGIONAL MEDICAL CENTER,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,KY,41503,PIKE,6062371700,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"260 HOSPITAL DRIVE
SOUTH WILLIAMSON, KY 41503
(37.676372, -82.296582)"
1445,120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,AIEA,HI,96701,HONOLULU,8084866000,Acute Care Hospitals,Proprietary,TRUE,,4,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,"98-1079 MOANALUA ROAD
AIEA, HI 96701
(21.383779, -157.937582)"
1446,150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,11130 PARKVIEW CIRCLE DR,FORT WAYNE,IN,46845,ALLEN,2606724050,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,5,,Not Available,Results are not available for this reporting period,Above the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"11130 PARKVIEW CIRCLE DR
FORT WAYNE, IN 46845
(41.18926, -85.103325)"
1447,140292,ADVENTIST GLENOAKS,701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,60139,DUPAGE,6305456160,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,"701 WINTHROP AVENUE
GLENDALE HEIGHTS, IL 60139
(41.915166, -88.058597)"
